id,initial,id,env,respdate,respage,respweight,vco2,vo2,rq,resptemp,agg,winner,color,aggdate,aggage,aggweight,female,aggtrial,aggtemp,agghumidity,numwins,numbat,totalbattle,avgbattle,firstbatlength,aggsong,firstaggsonglength,firstcalllength,called,calllatency,firstmalecall,firstmaleaggsong,firstuniquebehavior,firstwinner,totalcall,totalcallperbat,totalaggsong,tasperbat,behave,fbtotalscore,fbtotalscoreperbat,rbtotalscoreperbat,dis,disdate,disage,distime,disweight,accessory,testes,flight,hind leg #,hindlegmass,hindleglength,forewinglength,hindwing,hindwinglength,rec,recnum,recage,recweight,recdate,mic,starttime,stoptime,rectemp,rechumidity,file,chirprate,chirpduration,# pulses,pulseduration,df
29,BP,AD29,H,2017-07-20,4,0.289,2.78,5,0.56,23.3,y,0,Black,2017-07-21,5,0.289,N,4,21.796,67.811,0,,,,,n,,,n,,0,0,0,0,,,,,y,1,0.649773,2.606075,y,2017-07-22,6,10:00,0.2849,0.0163,0.0321,0.0250,2,0.0392,18.98,9.53,y,16.46,y,1,4,0.289,2017-07-20,2,12:03,13:00,22.032,67.744,D,1.870377939,0.136356546,3.360068995,0.01495646,5420.57855
33,VW,AD33,H,2017-07-21,4,0.27,2.94,4.68,0.63,24.6,y,0,White,2017-07-22,5,0.27,N,7,21.767,67.893,0,,,,,n,,,n,,0,0,0,0,,,,,y,2,0.894855,1.432102,y,2017-07-24,7,12:24,0.2620,0.0130,0.0294,0.0311,2,0.0354,17.88,10.02,y,16.19,y,1,4,0.27,2017-07-21,2,14:23,15:20,20.698,66.88,D,1.135130162,0.142536256,3.126418152,0.015430122,4860.29775
37,BP,AD37,L,2017-07-23,4,0.324,2.91,4.72,0.62,24,y,0,White,2017-07-24,5,0.324,N,8,27.82,43.746,0,,,,,n,,,n,,0,0,0,0,,,,,n,,,0.333463,y,2017-07-25,6,14:02,0.3160,0.0230,0.0335,0.0410,2,0.0442,18.47,10.38,y,18.67,y,1,4,0.324,2017-07-23,2,16:32,17:35,21.557,66.321,B,1.411879566,0.084003831,2.022964509,0.021372192,4566.257933
43,BP,AD43,H,2017-07-23,4,0.371,3.18,7.77,0.41,25.5,y,0,White,2017-07-24,5,0.371,N,9,28.924,41.584,0,,,,,n,,,n,,0,0,0,0,,,,,y,1,0.509684,0.705053,y,2017-07-26,7,13:22,0.3760,0.0195,0.0380,0.0556,2,0.0572,26.43,11.22,n,0.00,y,1,5,0.371,2017-07-24,4,08:10,09:10,22.183,69.008,A,2.191613863,0.137060166,2.831395349,0.021600523,4745.589858
5,BP,AD5,H,2017-07-15,4,0.374,5.42,6.84,0.79,25.7,y,0,White,2017-07-17,6,0.374,N,1,21.206,60.614,0,,,,,n,,,n,,0,0,1,0,,,,,y,5,0.609088,0.091642,y,2017-07-20,9,16:28,0.3465,0.0260,0.0336,0.0432,2,0.0522,26.12,15.18,y,26.28,y,1,8,0.374,2017-07-19,4,16:43,17:18,22.274,64.771,D,1.099527706,0.133124936,2.768447837,0.025715216,4865.643452
61,VW,AD61,H,2017-07-25,4,0.291,3.57,6.89,0.52,24.7,y,0,Black,3027-07-27,6,0.291,Y,18,22.851,58.188,0,,,,,n,,4.755,y,117.586,1,0,0,0,8.285,1.860901593,,,y,6,0.993377,1.074627,y,2017-07-29,8,10:57,0.2940,0.0203,0.0318,0.0388,2,0.0420,18.00,9.70,y,15.33,y,1,5,0.291,2017-07-26,2,12:15,12:48,23.041,57.944,B,1.886982504,0.084946795,2.49068323,0.00884077,5420.536018
65,VW,AD65,H,2017-07-25,4,0.286,2.57,4.8,0.54,25.4,y,0,Black ,2017-07-27,6,0.286,N,17,22.395,59.145,0,,,,,n,,,n,,0,0,0,0,,,,,y,1,0.35461,0.380699,y,2017-07-31,10,12:48,0.2830,0.0267,0.0295,0.0380,2,0.0410,24.25,11.04,y,20.15,y,1,6,0.286,2017-07-27,4,11:09,12:20,22.789,58.13,D,0.861700558,0.075529481,2.422222222,0.003746074,5834.237559
68,BP,AD68,L,2017-07-25,4,0.278,2.48,4.03,0.62,25.6,y,0,Black,2017-07-27,6,0.278,Y,16,22.878,61.818,0,,,,,n,,25.597,y,70.166,1,0,0,0,62.397,1.447356823,,,y,30,1.03107,0.642169,y,2017-07-27,6,15:37,0.2770,0.0148,0.0349,0.0368,2,0.0400,18.33,9.88,y,13.40,y,1,5,0.278,2017-07-26,1,12:15,12:48,23.041,57.944,B,0.428783337,0.076426882,2.35483871,0.014771935,4743.54734
78,VW,AD78,H,2017-07-26,4,0.364,3.49,5.71,0.61,24.5,y,0,Black,2017-07-28,6,0.364,Y,24,22.575,61.587,0,,,,,n,,,n,,0,0,0,0,,,,,y,35,1.236968,1.011494,y,2017-07-29,7,11:16,0.3710,0.0223,0.0366,0.0663,1,0.0550,25.71,9.70,y,22.74,y,1,5,0.364,2017-07-27,3,12:27,13:13,22.712,58.266,E,2.100384466,0.12303388,2.948473282,0.021500248,5071.642926
80,RR,AD80,H,2017-07-27,4,0.343,4.6,7.45,0.62,24,y,0,Black ,2017-07-30,8,0.343,N,26,23.865,52.336,0,,,,,n,,,n,,0,0,1,0,,,,,y,41,1.328409,0.759878,y,2017-07-31,8,13:06,0.3310,0.0222,0.0359,0.0530,2,0.0499,20.48,10.92,y,17.00,y,1,5,0.343,2017-07-28,3,11:11,12:37,22.48,58.385,B,1.117373467,0.130309342,3.050986842,0.017524046,5128.549277
89,CM,AD89,H,2017-07-28,5,0.292,3.06,5.6,0.55,23.6,y,0,White,2017-07-31,8,0.292,N,31,22.895,55.054,0,,,,,n,,,n,,0,0,0,0,,,,,y,72,1.076603317,0.80802035,y,2017-08-01,9,14:16,0.2940,0.0221,0.0283,0.0457,2,0.0404,18.67,9.54,y,14.64,,,,,,,,,,,,,,,,
90,CM,AD90,H,2017-07-28,5,0.35,3.51,4.99,0.7,24.3,y,0,White,2017-07-30,7,0.35,N,27,24.061,51.243,0,,,,,n,,,n,,0,0,0,0,,,,,y,3,0.298211,1.004689,y,2017-07-31,8,14:03,0.3460,0.0250,0.0325,0.0575,2,0.0484,24.94,10.00,y,16.06,y,1,5,0.35,2017-07-28,3,12:45,13:21,22.42,58.477,C,0.618886259,0.092200632,2.364312268,0.020632825,4756.748812
10,BP,AD10,L,2017-07-16,4,0.343,4.05,7.29,0.55,24.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-20,8,14:00,0.3437,0.0213,0.0344,0.0526,2,0.0451,25.12,10.12,y,18.53,y,2,8,0.343,2017-07-20,4,10:48,11:31,22.014,67.408,C,1.046478301,0.142118101,3.014608234,0.02224996,4554.68572
11,BP,AD11,L,2017-07-16,4,0.302,3.38,6.57,0.51,25,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BP,AD13,H,2017-07-16,4,0.244,3.76,7.54,0.5,25.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-20,8,13:43,0.2690,0.0154,0.0289,0.0448,2,0.0326,18.77,9.85,y,12.91,y,2,8,0.244,2017-07-20,4,12:03,13:00,22.032,67.744,D,1.471917237,0.075988508,2.331689273,0.015134439,4521.124635
14,BP,AD14,H,2017-07-16,4,0.394,4.04,6.14,0.66,24.9,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-20,8,16:15,0.3710,0.0257,0.0340,0.4810,2,0.0544,20.34,11.05,y,22.41,y,2,8,0.394,2017-07-20,2,14:10,15:06,21.96,67.588,F,2.154111156,0.130027214,3.125698324,0.017021013,4847.291065
15,BP,AD15,H,2017-07-16,4,0.292,3.17,5.25,0.6,25.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,VW,AD16,H,2017-07-17,4,0.222,1.98,4.89,0.4,24.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,VW,AD17,L,2017-07-17,4,0.368,6.73,8.04,0.84,25,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-20,7,14:22,0.3560,0.0167,0.0381,0.0565,2,0.0519,26.65,11.14,y,16.97,y,2,7,0.368,2017-07-20,2,13:10,14:00,21.874,67.482,E,0.549189235,0.096309671,2.291581109,0.023625606,4496.987596
19,VW,AD19,L,2017-07-18,4,0.273,2.68,3.62,0.74,23.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,6,0.273,2017-07-20,3,10:19,10:43,22.262,67.34,B,0.673129848,0.077850909,2.078512397,0.017743223,5063.093203
2,BP,AD2,H,2017-07-15,4,0.302,2.89,4.67,0.62,24.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-19,8,17:00,0.3010,0.0192,0.0268,0.0274,2,0.0388,19.08,11.75,y,14.11,y,1,6,0.302,2017-07-17,3,13:15,14:45,22.572,58.791,B,0.448316401,0.119026419,2.646236559,0.026780462,4555.408112
24,BP,AD24,H,2017-07-19,4,0.248,2.82,5.6,0.5,23.1,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,VW,AD26,L,2017-07-19,4,0.237,1.31,3.31,0.4,23.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,BP,AD3,H,2017-07-15,4,0.401,6.72,8.74,0.77,25.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-19,8,16:44,0.4110,0.0241,0.0322,0.0620,2,0.0641,21.61,10.51,y,17.68,y,1,6,0.401,2017-07-17,4,13:15,14:45,22.572,58.791,B,1.100511408,0.119274063,2.637192982,0.026223747,4556.435036
34,VW,AD34,H,2017-07-21,4,0.246,2.35,3.6,0.65,24.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,6,0.246,2017-07-23,4,16:32,17:35,21.557,66.321,B,0.424664399,0.094836699,2.320574163,0.016061914,4626.640065
4,BP,AD4,H,2017-07-15,4,0.319,2.95,4.49,0.66,25.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-21,10,14:45,0.3194,0.0233,0.0316,0.0353,2,0.0436,18.92,9.57,y,8.26,,,,,,,,,,,,,,,,
46,BP,AD46,H,2017-07-24,5,0.221,2.72,5.58,0.49,24.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,5,0.221,2017-07-24,2,12:54,13:39,23.983,67.299,D,1.559831792,0.125217974,2.811015664,0.01514288,4811.064578
48,BP,AD48,L,2017-07-24,5,0.392,4.96,7.03,0.71,25.7,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,5,0.392,2017-07-24,3,11:12,12:32,24.028,69.633,C,0.808398445,0.122095538,3.088709677,0.021863737,4752.440095
49,BP,AD49,L,2017-07-24,5,0.397,3.21,4.6,0.7,26,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,6,0.397,2017-07-25,4,15:04,15:51,22.852,64.015,F,1.345373929,0.104447329,2.489685125,0.021327242,4576.934252
50,VW,AD50,L,2017-07-24,5,0.416,5.88,7.85,0.75,26.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,6,0.416,2017-07-25,2,15:04,15:51,22.852,64.015,F,0.899527712,0.100696471,2.382352941,0.022295348,4821.189841
53,VW,AD53,H,2017-07-24,4,0.205,2.26,4.49,0.5,26.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,VW,AD55,L,2017-07-24,4,0.369,2.94,5.37,0.55,26.3,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,5,0.369,2017-07-25,2,15:54,16:57,22.761,64.002,G,0.760771719,0.078995123,2.166351607,0.020572439,4630.203104
6,BP,AD6,L,2017-07-15,4,0.384,3.57,4.63,0.77,25.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-19,8,15:07,0.3700,0.0200,0.0309,0.0566,2,0.0520,25.94,12.15,y,17.80,y,1,6,0.384,2017-07-17,3,11:30,13:00,22.572,58.791,A,0.853313033,0.14104749,3.626041667,0.021783542,5020.265578
69,RR,AD69,L,2017-07-26,5,0.336,3.83,7.09,0.54,23.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,5,0.336,2017-07-26,4,13:00,13:27,22.86,57.436,C,1.16012685,0.115362248,2.605042017,0.023955147,4988.726447
72,RR,AD72,H,2017-07-26,5,0.226,1.3,2.95,0.44,24.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,6,0.226,2017-07-27,2,08:20,08:58,23.58,56.1,A,1.571872778,0.0903332,2.622,0.0082929,4996.850587
74,VW,AD74,L,2017-07-26,4,0.309,3.56,6.18,0.58,24.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,5,0.309,2017-07-27,1,10:15,10:46,22.916,57.761,C,0.421941757,0.087442176,2.049618321,0.027200611,4512.874223
8,BP,AD8,L,2017-07-15,4,0.31,4.54,5.8,0.78,25.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-19,8,17:14,0.2670,0.0172,0.0281,0.0263,1,0.0173,15.17,11.80,y,15.49,y,1,6,0.31,2017-07-17,1,11:30,13:00,22.572,58.791,A,0.802665962,0.117816007,2.894484412,0.015995683,4589.459536
82,VW,AD82,L,2017-07-27,4,0.358,4.73,6.72,0.7,24.2,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-29,6,11:25,0.3530,0.0217,0.0389,0.0318,2,0.0528,19.22,10.77,y,18.20,y,1,6,0.358,2017-07-29,2,09:55,10:30,23.351,55.192,A,1.746791551,0.121079629,3.027370479,0.017423089,4953.799432
83,VW,AD83,L,2017-07-27,4,0.323,4.4,6.63,0.66,24.4,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,8,0.323,2017-07-31,3,10:33,11:05,23.233,55.466,C,0.391207736,0.109196881,2.825688073,0.016782294,5191.907969
85,VW,AD85,H,2017-07-27,5,0.265,2.52,4.41,0.587,24.5,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,7,0.265,2017-07-29,4,12:11,12:48,23.351,55.192,E,1.313602475,0.134395818,3.704329461,0.01900491,4878.358932
86,VW,AD86,H,2017-07-27,5,0.253,3.46,5.33,0.65,24.6,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,7,0.253,2017-07-29,3,11:45,12:08,23.351,55.192,D,2.144851726,0.119240228,2.716400911,0.029025216,4850.626538
9,BP,AD9,L,2017-07-16,5,0.342,5.04,7.8,0.65,23.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,2017-07-21,10,14:32,0.3381,0.0251,0.0303,0.0322,2,0.0465,21.18,10.15,y,15.48,y,2,10,0.342,2017-07-21,4,09:23,11:25,21.387,66.651,A,0.854507455,0.117057227,2.650099404,0.020557634,4956.873749
92,CM,AD92,H,2017-07-28,4,0.241,2.48,4.59,0.54,24.8,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,,,,,y,1,5,0.241,2017-07-29,3,12:11,12:48,23.351,55.192,E,0.789583772,0.074042153,2.145985401,0.013027701,5452.711566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
